date_COVID,state,positive,negative,pending,hospitalized,death,total,Most_Recent_Date,Data_asof
2020-03-27,NM,136,8377,,,1,8513,Old_Data,2020-05-18
2020-03-27,NV,535,6161,,,10,6696,Old_Data,2020-05-18
2020-03-27,NY,44635,101118,,8526,519,145753,Old_Data,2020-05-18
2020-03-27,OH,1137,19012,,276,19,20149,Old_Data,2020-05-18
2020-03-27,OK,322,1084,,105,8,1406,Old_Data,2020-05-18
2020-03-27,OR,414,8510,,102,12,8924,Old_Data,2020-05-18
2020-03-27,PA,2218,21016,,241,22,23234,Old_Data,2020-05-18
2020-03-27,PR,79,519,334,,3,932,Old_Data,2020-05-18
2020-03-27,RI,203,2306,138,,,2647,Old_Data,2020-05-18
2020-03-27,SC,456,2307,,102,9,2763,Old_Data,2020-05-18
2020-03-27,SD,58,2387,20,,1,2465,Old_Data,2020-05-18
2020-03-27,TN,1203,14888,,103,6,16091,Old_Data,2020-05-18
2020-03-27,TX,1731,21935,,,23,23666,Old_Data,2020-05-18
2020-03-27,UT,480,8764,,,2,9244,Old_Data,2020-05-18
2020-03-27,VA,604,6733,,83,14,7337,Old_Data,2020-05-18
2020-03-27,VI,19,55,2,,,76,Old_Data,2020-05-18
2020-03-27,VT,184,2077,,18,10,2261,Old_Data,2020-05-18
2020-03-27,WA,5358,65857,,,199,71215,Old_Data,2020-05-18
2020-03-27,WI,842,13140,,,13,13982,Old_Data,2020-05-18
2020-03-27,WV,76,1779,43,1,0,1898,Old_Data,2020-05-18
2020-03-27,WY,70,1211,,11,0,1281,Old_Data,2020-05-18
2020-03-26,AK,59,1801,,3,1,1860,Old_Data,2020-05-18
2020-03-26,AL,506,3593,,,1,4099,Old_Data,2020-05-18
2020-03-26,AR,335,1504,,,3,1839,Old_Data,2020-05-18
2020-03-26,AS,,,,,0,0,Old_Data,2020-05-18
2020-03-26,AZ,577,347,33,,8,957,Old_Data,2020-05-18
2020-03-26,CA,3006,17380,57400,,65,77786,Old_Data,2020-05-18
2020-03-26,CO,1086,6978,,148,19,8064,Old_Data,2020-05-18
2020-03-26,CT,1012,5625,,,21,6637,Old_Data,2020-05-18
2020-03-26,DC,231,1626,1,,3,1858,Old_Data,2020-05-18
2020-03-26,DE,130,36,,,1,166,Old_Data,2020-05-18
2020-03-26,FL,2355,23741,1443,406,28,27539,Old_Data,2020-05-18
2020-03-26,GA,1525,7401,,473,48,8926,Old_Data,2020-05-18
2020-03-26,GU,45,263,,,1,308,Old_Data,2020-05-18
2020-03-26,HI,95,4357,,5,,4452,Old_Data,2020-05-18
2020-03-26,IA,179,2578,,46,1,2757,Old_Data,2020-05-18
2020-03-26,ID,123,2065,,,0,2188,Old_Data,2020-05-18
2020-03-26,IL,2538,14093,,,26,16631,Old_Data,2020-05-18
2020-03-26,IN,645,4006,,,17,4651,Old_Data,2020-05-18
2020-03-26,KS,168,2869,,,3,3037,Old_Data,2020-05-18
2020-03-26,KY,198,3102,,,4,3300,Old_Data,2020-05-18
2020-03-26,LA,2305,15724,,,83,18029,Old_Data,2020-05-18
2020-03-26,MA,2318,21327,,219,42,23645,Old_Data,2020-05-18
2020-03-26,MD,580,94,,132,4,674,Old_Data,2020-05-18
2020-03-26,ME,155,3394,,,,3549,Old_Data,2020-05-18
2020-03-26,MI,7767,10305,,,60,18072,Old_Data,2020-05-18
2020-03-26,MN,346,12604,,41,2,12950,Old_Data,2020-05-18
2020-03-26,MO,502,369,,,8,871,Old_Data,2020-05-18
2020-03-26,MP,0,,,,0,0,Old_Data,2020-05-18
2020-03-26,MS,485,2291,,150,6,2776,Old_Data,2020-05-18
2020-03-26,MT,71,2128,,1,,2199,Old_Data,2020-05-18
2020-03-26,NC,636,12274,,,2,12910,Old_Data,2020-05-18
2020-03-26,ND,52,2039,,10,0,2091,Old_Data,2020-05-18
2020-03-26,NE,73,1584,,,0,1657,Old_Data,2020-05-18
2020-03-26,NH,137,3001,712,19,1,3850,Old_Data,2020-05-18
2020-03-26,NJ,6876,13661,,,81,20537,Old_Data,2020-05-18
2020-03-26,NM,112,7681,,,1,7793,Old_Data,2020-05-18
2020-03-26,NV,420,4697,,,10,5117,Old_Data,2020-05-18
2020-03-26,NY,37258,84846,,6844,385,122104,Old_Data,2020-05-18
2020-03-26,OH,867,16449,,223,15,17316,Old_Data,2020-05-18
2020-03-26,OK,248,958,,86,7,1206,Old_Data,2020-05-18
2020-03-26,OR,327,6953,,90,11,7280,Old_Data,2020-05-18
2020-03-26,PA,1687,16441,,,16,18128,Old_Data,2020-05-18
2020-03-26,PR,64,377,335,,2,776,Old_Data,2020-05-18
2020-03-26,RI,165,1262,181,,,1608,Old_Data,2020-05-18
2020-03-26,SC,456,2307,,102,9,2763,Old_Data,2020-05-18
2020-03-26,SD,46,1973,125,,1,2144,Old_Data,2020-05-18
2020-03-26,TN,957,13952,,76,3,14909,Old_Data,2020-05-18
2020-03-26,TX,1396,20028,,,18,21424,Old_Data,2020-05-18
2020-03-26,UT,402,7308,,,1,7710,Old_Data,2020-05-18
2020-03-26,VA,460,5729,,65,13,6189,Old_Data,2020-05-18
2020-03-26,VI,17,55,2,,,74,Old_Data,2020-05-18
2020-03-26,VT,158,1850,,,9,2008,Old_Data,2020-05-18
2020-03-26,WA,4909,61955,,,183,66864,Old_Data,2020-05-18
2020-03-26,WI,707,11583,,,8,12290,Old_Data,2020-05-18
2020-03-26,WV,51,1031,19,1,0,1101,Old_Data,2020-05-18
2020-03-26,WY,53,1052,,,,1105,Old_Data,2020-05-18
2020-03-25,AK,42,1649,,1,1,1691,Old_Data,2020-05-18
2020-03-25,AL,283,2529,,,0,2812,Old_Data,2020-05-18
2020-03-25,AR,280,1437,,,2,1717,Old_Data,2020-05-18
2020-03-25,AS,,,,,0,0,Old_Data,2020-05-18
2020-03-25,AZ,450,323,53,,6,826,Old_Data,2020-05-18
2020-03-25,CA,2355,15921,48600,,53,66876,Old_Data,2020-05-18
2020-03-25,CO,912,6789,,84,11,7701,Old_Data,2020-05-18
2020-03-25,CT,875,5023,,,19,5898,Old_Data,2020-05-18
2020-03-25,DC,183,1423,3,,2,1609,Old_Data,2020-05-18
2020-03-25,DE,115,36,,,0,151,Old_Data,2020-05-18
2020-03-25,FL,1682,15374,1233,316,22,18289,Old_Data,2020-05-18
2020-03-25,GA,1247,4932,,394,40,6179,Old_Data,2020-05-18
2020-03-25,GU,37,233,,,1,270,Old_Data,2020-05-18
2020-03-25,HI,90,4357,,6,,4447,Old_Data,2020-05-18
2020-03-25,IA,145,2578,,36,1,2723,Old_Data,2020-05-18
2020-03-25,ID,73,1887,,,0,1960,Old_Data,2020-05-18
2020-03-25,IL,1865,12344,,,19,14209,Old_Data,2020-05-18
2020-03-25,IN,477,2879,,1,14,3356,Old_Data,2020-05-18
2020-03-25,KS,126,2360,,,3,2486,Old_Data,2020-05-18
2020-03-25,KY,157,2865,,,4,3022,Old_Data,2020-05-18
2020-03-25,LA,1795,9656,,,65,11451,Old_Data,2020-05-18
2020-03-25,MA,1739,18079,,103,33,19818,Old_Data,2020-05-18
2020-03-25,MD,423,94,,,4,517,Old_Data,2020-05-18
2020-03-25,ME,149,3177,,,,3326,Old_Data,2020-05-18
2020-03-25,MI,7060,7537,,,43,14597,Old_Data,2020-05-18
2020-03-25,MN,287,11188,,35,1,11475,Old_Data,2020-05-18
2020-03-25,MO,356,369,,,8,725,Old_Data,2020-05-18
2020-03-25,MP,0,,,,0,0,Old_Data,2020-05-18
2020-03-25,MS,377,1566,,117,2,1943,Old_Data,2020-05-18
2020-03-25,MT,53,1948,,,,2001,Old_Data,2020-05-18
2020-03-25,NC,504,9985,,,1,10489,Old_Data,2020-05-18
2020-03-25,ND,39,1734,,8,0,1773,Old_Data,2020-05-18
2020-03-25,NE,61,1304,,,0,1365,Old_Data,2020-05-18
2020-03-25,NH,108,2356,804,13,1,3268,Old_Data,2020-05-18
2020-03-25,NJ,4402,10452,,,62,14854,Old_Data,2020-05-18
2020-03-25,NM,100,6742,,,1,6842,Old_Data,2020-05-18
2020-03-25,NV,321,4251,,,6,4572,Old_Data,2020-05-18
2020-03-25,NY,30811,72668,,3805,285,103479,Old_Data,2020-05-18
2020-03-25,OH,704,14060,,182,10,14764,Old_Data,2020-05-18
2020-03-25,OK,164,805,,59,5,969,Old_Data,2020-05-18
2020-03-25,OR,209,4350,,61,8,4559,Old_Data,2020-05-18
2020-03-25,PA,1127,11193,,,11,12320,Old_Data,2020-05-18
2020-03-25,PR,51,317,70,,2,438,Old_Data,2020-05-18
2020-03-25,RI,132,1262,196,,,1590,Old_Data,2020-05-18
2020-03-25,SC,424,2303,,102,7,2727,Old_Data,2020-05-18
2020-03-25,SD,41,819,268,,1,1128,Old_Data,2020-05-18
2020-03-25,TN,784,11012,,53,3,11796,Old_Data,2020-05-18
2020-03-25,TX,974,12520,,,12,13494,Old_Data,2020-05-18
2020-03-25,UT,346,6491,,,1,6837,Old_Data,2020-05-18
2020-03-25,VA,391,4979,,59,9,5370,Old_Data,2020-05-18
2020-03-25,VI,17,55,2,,,74,Old_Data,2020-05-18
2020-03-25,VT,123,1589,,,8,1712,Old_Data,2020-05-18
2020-03-25,WA,4477,57906,,,159,62383,Old_Data,2020-05-18
2020-03-25,WI,585,10089,,,7,10674,Old_Data,2020-05-18
2020-03-25,WV,39,759,6,1,0,804,Old_Data,2020-05-18
2020-03-25,WY,44,954,,,,998,Old_Data,2020-05-18
2020-03-24,AK,36,986,,0,0,1022,Old_Data,2020-05-18
2020-03-24,AL,215,2106,,,0,2321,Old_Data,2020-05-18
2020-03-24,AR,218,947,,,0,1165,Old_Data,2020-05-18
2020-03-24,AS,,,,,0,0,Old_Data,2020-05-18
2020-03-24,AZ,357,313,22,,5,692,Old_Data,2020-05-18
2020-03-24,CA,2102,13452,12100,,40,27654,Old_Data,2020-05-18
2020-03-24,CO,720,5504,,72,7,6224,Old_Data,2020-05-18
2020-03-24,CT,618,4682,,,12,5300,Old_Data,2020-05-18
2020-03-24,DC,137,1195,2,,2,1334,Old_Data,2020-05-18
2020-03-24,DE,91,36,,,0,127,Old_Data,2020-05-18
2020-03-24,FL,1412,13127,1008,259,18,15547,Old_Data,2020-05-18
2020-03-24,GA,1026,4458,,,32,5484,Old_Data,2020-05-18
2020-03-24,GU,32,201,,,1,233,Old_Data,2020-05-18
2020-03-24,HI,77,3589,,4,,3666,Old_Data,2020-05-18
2020-03-24,IA,124,2315,,27,,2439,Old_Data,2020-05-18
2020-03-24,ID,50,1887,,,0,1937,Old_Data,2020-05-18
2020-03-24,IL,1535,9934,,,16,11469,Old_Data,2020-05-18
2020-03-24,IN,365,2566,,1,12,2931,Old_Data,2020-05-18
2020-03-24,KS,98,2086,,,2,2184,Old_Data,2020-05-18
2020-03-24,KY,124,1762,,,4,1886,Old_Data,2020-05-18
2020-03-24,LA,1388,7215,,,46,8603,Old_Data,2020-05-18
2020-03-24,MA,1060,12714,,94,26,13774,Old_Data,2020-05-18
2020-03-24,MD,349,94,,,3,443,Old_Data,2020-05-18
2020-03-24,ME,125,3014,,,,3139,Old_Data,2020-05-18
2020-03-24,MI,6441,5796,,,24,12237,Old_Data,2020-05-18
2020-03-24,MN,262,5550,,21,1,5812,Old_Data,2020-05-18
2020-03-24,MO,183,369,,,3,552,Old_Data,2020-05-18
2020-03-24,MP,0,,,,0,0,Old_Data,2020-05-18
2020-03-24,MS,320,1552,,86,1,1872,Old_Data,2020-05-18
2020-03-24,MT,46,1643,,,,1689,Old_Data,2020-05-18
2020-03-24,NC,398,8141,,,0,8539,Old_Data,2020-05-18
2020-03-24,ND,34,1454,,5,0,1488,Old_Data,2020-05-18
2020-03-24,NE,52,975,,,0,1027,Old_Data,2020-05-18
2020-03-24,NH,101,1447,869,11,1,2417,Old_Data,2020-05-18
2020-03-24,NJ,3675,8325,45,,44,12045,Old_Data,2020-05-18
2020-03-24,NM,83,5890,,,,5973,Old_Data,2020-05-18
2020-03-24,NV,278,3954,,,4,4232,Old_Data,2020-05-18
2020-03-24,NY,25665,65605,,3234,210,91270,Old_Data,2020-05-18
2020-03-24,OH,564,140,,145,8,704,Old_Data,2020-05-18
2020-03-24,OK,106,735,,25,3,841,Old_Data,2020-05-18
2020-03-24,OR,209,4350,,61,8,4559,Old_Data,2020-05-18
2020-03-24,PA,851,8643,,,7,9494,Old_Data,2020-05-18
2020-03-24,PR,39,268,42,,2,349,Old_Data,2020-05-18
2020-03-24,RI,124,1200,77,,,1401,Old_Data,2020-05-18
2020-03-24,SC,298,2012,,,5,2310,Old_Data,2020-05-18
2020-03-24,SD,30,790,268,,1,1088,Old_Data,2020-05-18
2020-03-24,TN,667,10517,,,2,11184,Old_Data,2020-05-18
2020-03-24,TX,410,10757,,,9,11167,Old_Data,2020-05-18
2020-03-24,UT,299,5524,,,1,5823,Old_Data,2020-05-18
2020-03-24,VA,290,4180,,45,7,4470,Old_Data,2020-05-18
2020-03-24,VI,17,,,,,17,Old_Data,2020-05-18
2020-03-24,VT,95,1440,,,7,1535,Old_Data,2020-05-18
2020-03-24,WA,4038,53334,,,146,57372,Old_Data,2020-05-18
2020-03-24,WI,457,8237,,,5,8694,Old_Data,2020-05-18
2020-03-24,WV,20,610,0,1,0,630,Old_Data,2020-05-18
2020-03-24,WY,29,710,,,,739,Old_Data,2020-05-18
2020-03-23,AK,22,946,,0,0,968,Old_Data,2020-05-18
2020-03-23,AL,167,1665,,,0,1832,Old_Data,2020-05-18
2020-03-23,AR,174,906,,,0,1080,Old_Data,2020-05-18
2020-03-23,AS,,,,,0,0,Old_Data,2020-05-18
2020-03-23,AZ,265,309,6,,2,580,Old_Data,2020-05-18
2020-03-23,CA,1733,12567,12100,,27,26400,Old_Data,2020-05-18
2020-03-23,CO,591,4845,,58,6,5436,Old_Data,2020-05-18
2020-03-23,CT,415,4085,,,10,4500,Old_Data,2020-05-18
2020-03-23,DC,116,1113,,,2,1229,Old_Data,2020-05-18
2020-03-23,DE,68,36,,,0,104,Old_Data,2020-05-18
2020-03-23,FL,1171,11063,860,217,14,13094,Old_Data,2020-05-18
2020-03-23,GA,772,4297,,,25,5069,Old_Data,2020-05-18
2020-03-23,GU,29,161,,,1,190,Old_Data,2020-05-18
2020-03-23,HI,56,2955,,,,3011,Old_Data,2020-05-18
2020-03-23,IA,105,2043,,,,2148,Old_Data,2020-05-18
2020-03-23,ID,47,1309,,,0,1356,Old_Data,2020-05-18
2020-03-23,IL,1273,8583,,,12,9856,Old_Data,2020-05-18
2020-03-23,IN,259,1701,,1,7,1960,Old_Data,2020-05-18
2020-03-23,KS,82,417,,,2,499,Old_Data,2020-05-18
2020-03-23,KY,104,1762,,,3,1866,Old_Data,2020-05-18
2020-03-23,LA,1172,4776,,,34,5948,Old_Data,2020-05-18
2020-03-23,MA,678,8263,,79,17,8941,Old_Data,2020-05-18
2020-03-23,MD,288,94,,,3,382,Old_Data,2020-05-18
2020-03-23,ME,107,2791,,,,2898,Old_Data,2020-05-18
2020-03-23,MI,5789,4697,,,15,10486,Old_Data,2020-05-18
2020-03-23,MN,235,4511,,17,1,4746,Old_Data,2020-05-18
2020-03-23,MO,183,369,,,3,552,Old_Data,2020-05-18
2020-03-23,MP,0,,,,0,0,Old_Data,2020-05-18
2020-03-23,MS,249,1143,,33,1,1392,Old_Data,2020-05-18
2020-03-23,MT,34,1146,,,,1180,Old_Data,2020-05-18
2020-03-23,NC,297,8141,,,0,8438,Old_Data,2020-05-18
2020-03-23,ND,30,1353,,4,0,1383,Old_Data,2020-05-18
2020-03-23,NE,50,356,,,0,406,Old_Data,2020-05-18
2020-03-23,NH,78,1374,889,,,2341,Old_Data,2020-05-18
2020-03-23,NJ,2844,359,94,,27,3297,Old_Data,2020-05-18
2020-03-23,NM,65,5321,,,,5386,Old_Data,2020-05-18
2020-03-23,NV,245,3490,,,4,3735,Old_Data,2020-05-18
2020-03-23,NY,20875,57414,,2635,114,78289,Old_Data,2020-05-18
2020-03-23,OH,442,140,,104,6,582,Old_Data,2020-05-18
2020-03-23,OK,81,694,102,15,2,877,Old_Data,2020-05-18
2020-03-23,OR,191,3649,,56,5,3840,Old_Data,2020-05-18
2020-03-23,PA,644,6595,,,6,7239,Old_Data,2020-05-18
2020-03-23,PR,31,189,35,,2,255,Old_Data,2020-05-18
2020-03-23,RI,106,1143,216,,,1465,Old_Data,2020-05-18
2020-03-23,SC,298,1466,,,5,1764,Old_Data,2020-05-18
2020-03-23,SD,28,762,265,,1,1055,Old_Data,2020-05-18
2020-03-23,TN,615,3272,,,2,3887,Old_Data,2020-05-18
2020-03-23,TX,352,9703,,,8,10055,Old_Data,2020-05-18
2020-03-23,UT,257,4790,,,1,5047,Old_Data,2020-05-18
2020-03-23,VA,254,3443,,38,6,3697,Old_Data,2020-05-18
2020-03-23,VI,17,,,,,17,Old_Data,2020-05-18
2020-03-23,VT,75,1106,,,5,1181,Old_Data,2020-05-18
2020-03-23,WA,3604,48516,,,137,52120,Old_Data,2020-05-18
2020-03-23,WI,416,7050,,,5,7466,Old_Data,2020-05-18
2020-03-23,WV,16,444,4,1,0,464,Old_Data,2020-05-18
2020-03-23,WY,26,592,,,,618,Old_Data,2020-05-18
2020-03-22,AK,22,946,,0,0,968,Old_Data,2020-05-18
2020-03-22,AL,138,1464,,,0,1602,Old_Data,2020-05-18
2020-03-22,AR,165,711,119,,0,995,Old_Data,2020-05-18
2020-03-22,AS,,,,,0,0,Old_Data,2020-05-18
2020-03-22,AZ,152,282,87,,2,521,Old_Data,2020-05-18
2020-03-22,CA,1536,11304,,,27,12840,Old_Data,2020-05-18
2020-03-22,CO,475,4075,,49,5,4550,Old_Data,2020-05-18
2020-03-22,CT,223,2877,,,5,3100,Old_Data,2020-05-18
2020-03-22,DC,98,957,,,1,1055,Old_Data,2020-05-18
2020-03-22,DE,56,36,,,0,92,Old_Data,2020-05-18
2020-03-22,FL,830,7990,963,185,13,9783,Old_Data,2020-05-18
2020-03-22,GA,600,3420,,,23,4020,Old_Data,2020-05-18
2020-03-22,GU,27,126,,,1,153,Old_Data,2020-05-18
2020-03-22,HI,48,263,,,,311,Old_Data,2020-05-18
2020-03-22,IA,90,1215,,,,1305,Old_Data,2020-05-18
2020-03-22,ID,42,1175,,,0,1217,Old_Data,2020-05-18
2020-03-22,IL,1049,7271,,,9,8320,Old_Data,2020-05-18
2020-03-22,IN,201,1293,,1,6,1494,Old_Data,2020-05-18
2020-03-22,KS,64,417,,,2,481,Old_Data,2020-05-18
2020-03-22,KY,99,1472,,,3,1571,Old_Data,2020-05-18
2020-03-22,LA,837,2661,,,20,3498,Old_Data,2020-05-18
2020-03-22,MA,547,5476,,71,11,6023,Old_Data,2020-05-18
2020-03-22,MD,244,94,,,3,338,Old_Data,2020-05-18
2020-03-22,ME,89,2264,,,,2353,Old_Data,2020-05-18
2020-03-22,MI,5098,3712,,,8,8810,Old_Data,2020-05-18
2020-03-22,MN,169,4511,,12,1,4680,Old_Data,2020-05-18
2020-03-22,MO,90,369,,,3,459,Old_Data,2020-05-18
2020-03-22,MP,0,,,,0,0,Old_Data,2020-05-18
2020-03-22,MS,207,1114,,33,1,1321,Old_Data,2020-05-18
2020-03-22,MT,31,1146,,,,1177,Old_Data,2020-05-18
2020-03-22,NC,255,6183,,,0,6438,Old_Data,2020-05-18
2020-03-22,ND,28,1260,,3,0,1288,Old_Data,2020-05-18
2020-03-22,NE,48,356,,,0,404,Old_Data,2020-05-18
2020-03-22,NH,65,1188,959,,,2212,Old_Data,2020-05-18
2020-03-22,NJ,1914,327,49,,20,2290,Old_Data,2020-05-18
2020-03-22,NM,57,4722,,,,4779,Old_Data,2020-05-18
2020-03-22,NV,190,2448,,,2,2638,Old_Data,2020-05-18
2020-03-22,NY,15168,46233,,1974,114,61401,Old_Data,2020-05-18
2020-03-22,OH,351,140,,83,3,491,Old_Data,2020-05-18
2020-03-22,OK,67,669,102,11,2,838,Old_Data,2020-05-18
2020-03-22,OR,161,2864,,43,4,3025,Old_Data,2020-05-18
2020-03-22,PA,479,4964,,,2,5443,Old_Data,2020-05-18
2020-03-22,PR,23,183,69,,1,275,Old_Data,2020-05-18
2020-03-22,RI,83,932,216,,,1231,Old_Data,2020-05-18
2020-03-22,SC,195,1466,,,3,1661,Old_Data,2020-05-18
2020-03-22,SD,21,740,277,,1,1038,Old_Data,2020-05-18
2020-03-22,TN,505,3272,,,,3777,Old_Data,2020-05-18
2020-03-22,TX,334,8422,,,5,8756,Old_Data,2020-05-18
2020-03-22,UT,181,3508,,,1,3689,Old_Data,2020-05-18
2020-03-22,VA,219,3118,,32,3,3337,Old_Data,2020-05-18
2020-03-22,VI,6,,,,,6,Old_Data,2020-05-18
2020-03-22,VT,52,1106,,,2,1158,Old_Data,2020-05-18
2020-03-22,WA,3141,43670,,,126,46811,Old_Data,2020-05-18
2020-03-22,WI,385,6230,,,4,6615,Old_Data,2020-05-18
2020-03-22,WV,12,385,1,1,0,398,Old_Data,2020-05-18
2020-03-22,WY,24,438,,,,462,Old_Data,2020-05-18
2020-03-21,AK,14,758,,0,0,772,Old_Data,2020-05-18
2020-03-21,AL,124,28,,,0,152,Old_Data,2020-05-18
2020-03-21,AR,118,567,154,,,839,Old_Data,2020-05-18
2020-03-21,AS,,,,,0,0,Old_Data,2020-05-18
2020-03-21,AZ,104,240,122,,1,466,Old_Data,2020-05-18
2020-03-21,CA,1279,11249,,,24,12528,Old_Data,2020-05-18
2020-03-21,CO,363,3317,,44,4,3680,Old_Data,2020-05-18
2020-03-21,CT,194,2106,,,4,2300,Old_Data,2020-05-18
2020-03-21,DC,77,506,0,,1,583,Old_Data,2020-05-18
2020-03-21,DE,45,36,,,0,81,Old_Data,2020-05-18
2020-03-21,FL,658,6579,1002,158,12,8239,Old_Data,2020-05-18
2020-03-21,GA,507,2557,,,14,3064,Old_Data,2020-05-18
2020-03-21,GU,15,108,,,,123,Old_Data,2020-05-18
2020-03-21,HI,37,124,,,,161,Old_Data,2020-05-18
2020-03-21,IA,68,1049,,,,1117,Old_Data,2020-05-18
2020-03-21,ID,31,880,,,,911,Old_Data,2020-05-18
2020-03-21,IL,753,5488,,,6,6241,Old_Data,2020-05-18
2020-03-21,IN,126,707,,1,4,833,Old_Data,2020-05-18
2020-03-21,KS,55,417,,,2,472,Old_Data,2020-05-18
2020-03-21,KY,54,714,,,2,768,Old_Data,2020-05-18
2020-03-21,LA,580,2180,,,16,2760,Old_Data,2020-05-18
2020-03-21,MA,426,4799,,61,7,5225,Old_Data,2020-05-18
2020-03-21,MD,190,94,,,2,284,Old_Data,2020-05-18
2020-03-21,ME,73,2264,,,,2337,Old_Data,2020-05-18
2020-03-21,MI,4543,3696,,,5,8239,Old_Data,2020-05-18
2020-03-21,MN,138,3952,,,1,4090,Old_Data,2020-05-18
2020-03-21,MO,73,369,,,3,442,Old_Data,2020-05-18
2020-03-21,MP,0,,,,0,0,Old_Data,2020-05-18
2020-03-21,MS,140,695,,,1,835,Old_Data,2020-05-18
2020-03-21,MT,20,1146,,,,1166,Old_Data,2020-05-18
2020-03-21,NC,184,5092,,,0,5276,Old_Data,2020-05-18
2020-03-21,ND,28,1141,,3,0,1169,Old_Data,2020-05-18
2020-03-21,NE,38,356,,,0,394,Old_Data,2020-05-18
2020-03-21,NH,55,973,942,,,1970,Old_Data,2020-05-18
2020-03-21,NJ,1327,294,40,,16,1661,Old_Data,2020-05-18
2020-03-21,NM,57,3771,,,,3828,Old_Data,2020-05-18
2020-03-21,NV,124,2384,,,2,2508,Old_Data,2020-05-18
2020-03-21,NY,10356,35081,,1603,44,45437,Old_Data,2020-05-18
2020-03-21,OH,247,140,,58,3,387,Old_Data,2020-05-18
2020-03-21,OK,53,560,144,10,1,757,Old_Data,2020-05-18
2020-03-21,OR,114,2003,433,,3,2550,Old_Data,2020-05-18
2020-03-21,PA,371,3766,,,2,4137,Old_Data,2020-05-18
2020-03-21,PR,21,143,71,,,235,Old_Data,2020-05-18
2020-03-21,RI,66,862,290,,,1218,Old_Data,2020-05-18
2020-03-21,SC,152,1255,,,1,1407,Old_Data,2020-05-18
2020-03-21,SD,14,691,268,,1,973,Old_Data,2020-05-18
2020-03-21,TN,371,3272,,,,3643,Old_Data,2020-05-18
2020-03-21,TX,304,6218,,,5,6522,Old_Data,2020-05-18
2020-03-21,UT,136,2424,,,0,2560,Old_Data,2020-05-18
2020-03-21,VA,152,2638,,25,2,2790,Old_Data,2020-05-18
2020-03-21,VI,6,,,,,6,Old_Data,2020-05-18
2020-03-21,VT,29,779,,,2,808,Old_Data,2020-05-18
2020-03-21,WA,2958,41962,,,111,44920,Old_Data,2020-05-18
2020-03-21,WI,281,4628,,,4,4909,Old_Data,2020-05-18
2020-03-21,WV,11,330,2,1,0,343,Old_Data,2020-05-18
2020-03-21,WY,23,438,,,,461,Old_Data,2020-05-18
2020-03-20,AK,12,686,,,0,698,Old_Data,2020-05-18
2020-03-20,AL,81,28,,,0,109,Old_Data,2020-05-18
2020-03-20,AR,96,351,203,,,650,Old_Data,2020-05-18
2020-03-20,AS,,,,,0,0,Old_Data,2020-05-18
2020-03-20,AZ,65,211,101,,0,377,Old_Data,2020-05-18
2020-03-20,CA,1063,10424,,,20,11487,Old_Data,2020-05-18
2020-03-20,CO,277,2675,,,3,2952,Old_Data,2020-05-18
2020-03-20,CT,194,604,,,3,798,Old_Data,2020-05-18
2020-03-20,DC,71,501,1,,1,573,Old_Data,2020-05-18
2020-03-20,DE,38,36,,,0,74,Old_Data,2020-05-18
2020-03-20,FL,520,1870,1026,,10,3416,Old_Data,2020-05-18
2020-03-20,GA,420,1966,,,13,2386,Old_Data,2020-05-18
2020-03-20,GU,14,86,,,,100,Old_Data,2020-05-18
2020-03-20,HI,26,124,,,,150,Old_Data,2020-05-18
2020-03-20,IA,45,642,,,,687,Old_Data,2020-05-18
2020-03-20,ID,23,590,,,,613,Old_Data,2020-05-18
2020-03-20,IL,585,3696,,,5,4281,Old_Data,2020-05-18
2020-03-20,IN,79,475,,,2,554,Old_Data,2020-05-18
2020-03-20,KS,44,417,,,1,461,Old_Data,2020-05-18
2020-03-20,KY,47,592,,,1,639,Old_Data,2020-05-18
2020-03-20,LA,473,568,,,12,1041,Old_Data,2020-05-18
2020-03-20,MA,314,3795,,,5,4109,Old_Data,2020-05-18
2020-03-20,MD,149,94,,,1,243,Old_Data,2020-05-18
2020-03-20,ME,57,2264,,,,2321,Old_Data,2020-05-18
2020-03-20,MI,4027,2746,,,3,6773,Old_Data,2020-05-18
2020-03-20,MN,115,3741,,,,3856,Old_Data,2020-05-18
2020-03-20,MO,47,369,,,1,416,Old_Data,2020-05-18
2020-03-20,MP,0,,,,0,0,Old_Data,2020-05-18
2020-03-20,MS,80,695,,,1,775,Old_Data,2020-05-18
2020-03-20,MT,16,931,,,,947,Old_Data,2020-05-18
2020-03-20,NC,137,3096,,,0,3233,Old_Data,2020-05-18
2020-03-20,ND,20,800,,,0,820,Old_Data,2020-05-18
2020-03-20,NE,32,240,,,0,272,Old_Data,2020-05-18
2020-03-20,NH,44,745,631,,,1420,Old_Data,2020-05-18
2020-03-20,NJ,890,264,86,,11,1240,Old_Data,2020-05-18
2020-03-20,NM,43,3771,,,,3814,Old_Data,2020-05-18
2020-03-20,NV,109,1992,,,1,2101,Old_Data,2020-05-18
2020-03-20,NY,7102,25325,,,35,32427,Old_Data,2020-05-18
2020-03-20,OH,169,140,,,1,309,Old_Data,2020-05-18
2020-03-20,OK,49,538,374,,1,961,Old_Data,2020-05-18
2020-03-20,OR,114,2003,433,,3,2550,Old_Data,2020-05-18
2020-03-20,PA,268,2574,,,1,2842,Old_Data,2020-05-18
2020-03-20,PR,14,114,52,,,180,Old_Data,2020-05-18
